MATRICULA,REQUISITO,WA,SS,OVP,DISC,DISC EXTRA
A01753766,1,1,1,1,0,1
A01754701,1,1,1,1,0,1
A01754475,1,1,1,1,0,1
A01754887,1,1,1,1,0,1
A01641397,1,1,1,1,0,0
A01782413,1,1,1,1,0,1
A01798011,1,1,1,1,0,1
A01782240,1,1,1,1,0,1
A01754994,1,1,1,1,0,1
A01661437,1,1,1,1,0,1
A01641407,1,1,1,1,0,1
A01661791,1,1,1,1,0,1
A01782400,1,1,1,1,0,1
A01662251,1,1,1,1,0,1
A01782951,1,1,1,1,0,1
A01662424,1,1,1,1,0,0
A01783027,1,1,1,1,0,1
A01753845,1,1,1,1,0,1
A01641161,1,1,1,1,0,1
A01782120,1,1,1,1,0,1
A01782874,1,1,1,1,0,1
A01562707,1,1,1,1,0,1
A01642019,1,1,1,1,0,1
A01782559,1,1,1,1,0,1
A01642022,1,1,1,1,0,1
A01782751,1,1,1,1,0,1
A01662558,1,1,1,1,0,1
A01662159,1,1,1,1,0,1
A01798003,1,1,1,1,0,1
A01625621,1,1,1,1,0,1
A01662438,1,1,1,1,0,1
A01798002,1,1,1,1,0,1
A01783304,1,1,1,1,0,1
A01425031,1,1,1,1,0,0
A01425064,1,1,1,1,0,1
A01068274,1,1,1,1,0,0
A01641804,1,1,1,1,0,1
A01662654,0,1,1,1,0,1
A01662756,1,1,1,1,0,1
A01642355,1,1,1,1,0,1
A01277393,1,1,1,1,0,1
A01783061,1,1,1,1,0,1
A01783194,1,1,1,1,0,0
A01662245,1,1,1,1,0,1
A01425057,1,1,1,1,0,1
A01782766,1,1,1,1,0,1
A01642181,1,1,1,1,0,1
A01754989,1,1,1,1,0,1
A01754699,1,1,1,1,0,1
A01641773,1,1,1,1,0,1
A01642044,1,1,1,1,0,1
A01782884,1,1,1,1,0,1
A01642309,1,1,1,1,0,1
A01662284,1,1,1,1,0,1
A01641921,1,1,1,1,0,1
A01642392,1,1,1,1,0,1
A01754772,1,1,1,1,0,1
A01783175,1,1,1,1,0,1
A01662287,1,1,1,1,0,1
A01642200,1,1,1,1,0,1
A01370304,1,1,1,1,0,1
A01632655,1,1,1,1,0,1
A01275601,1,1,1,1,0,1
A01379773,1,0,1,1,0,1
A00226781,1,1,1,1,0,1
A01731114,1,1,1,1,0,1
A01379307,1,1,1,1,0,1
A01251267,1,1,1,1,0,1
A01029114,1,0,1,1,0,1
A01653775,1,1,1,1,0,1
A01633572,1,1,1,1,0,1
A01351542,1,1,1,1,0,1
A01660624,1,1,1,1,0,1
A00369861,1,1,1,1,0,1
A01638512,1,1,1,1,0,1
A01374091,1,1,1,1,0,1
A01023830,1,1,1,0,1,1
A01024970,1,1,1,1,0,1
A01611250,1,1,1,1,0,1
A01653416,1,1,1,1,0,1
A01653104,1,1,1,1,0,1
A01740782,1,1,1,1,0,1
A01376457,1,1,1,1,0,1
A01275198,1,1,1,1,0,1
A01022909,1,1,1,1,0,1
A01652438,1,1,1,1,0,1
A01652900,1,1,1,1,0,1
A01655353,1,1,1,1,0,1
A01654953,1,1,1,1,0,1
A01275268,1,1,1,1,0,1
A01653257,1,1,1,1,0,1
A01174032,1,1,1,1,0,1
A01026387,1,1,1,1,0,1
A01746164,1,1,1,1,0,1
A01653778,1,0,1,1,0,1
A01026076,1,1,1,1,0,0
A01026112,1,1,1,1,0,0
A01746999,1,1,1,1,0,1
A01746599,1,1,1,1,0,1
A01422501,1,1,1,1,0,1
A01654138,1,1,1,1,0,1
A01655812,1,1,1,1,0,1
A01747133,1,1,1,1,0,1
A01067353,1,1,1,1,0,1
A01655903,1,1,1,1,0,1
A01638599,1,1,1,1,0,1
A01026190,1,1,1,1,0,1
A01635354,1,1,1,1,0,1
A01026148,1,1,1,1,0,1
A01275628,1,1,1,1,0,1
A01023753,1,1,1,1,0,1
A01114185,1,1,1,1,0,1
A01633814,1,1,1,1,0,1
A01568704,1,1,1,1,0,1
A01026318,1,1,1,1,0,1
A01636031,1,1,1,1,0,0
A01656094,1,1,1,1,0,1
A01635440,1,1,1,1,0,1
A01252420,1,1,1,1,0,1
A01635557,1,1,1,1,0,1
A01655861,1,1,1,1,0,1
A01747123,1,1,1,1,0,1
A01635480,1,1,1,1,0,1
A01655864,1,1,1,1,0,1
A01747128,1,1,1,1,0,1
A01635738,1,1,1,1,0,1
A01067169,1,1,1,1,0,1
A01653976,1,1,1,1,1,1
A01636587,1,1,1,1,0,0
A01654085,1,1,1,1,0,1
A01620554,1,1,1,1,0,1
A01540788,1,1,1,1,0,1
A01654766,1,1,1,1,0,1
A01745686,1,1,1,1,1,1
A01620590,1,1,1,1,0,1
A01746226,1,1,1,1,0,1
A01655138,1,1,1,1,0,1
A01654623,1,1,1,1,0,1
A01028892,1,1,1,1,0,1
A01748876,1,1,1,1,0,0
A01747894,1,1,1,1,0,0
A01747913,1,1,1,1,0,1
A01656038,1,1,1,1,0,1
A01656366,1,1,1,1,0,1
A01656072,1,1,1,1,0,1
A01656048,1,1,1,1,0,1
A01636459,1,1,1,1,0,1
A01747531,1,1,1,1,0,1
A01611903,1,1,1,1,0,1
A01654914,1,1,1,1,0,1
A01656057,1,1,1,1,0,1
A01747959,1,1,1,1,0,1
A01026613,1,1,1,1,0,1
A01748118,1,1,1,1,0,1
A01275723,0,1,1,1,0,1
A01655453,1,1,1,1,0,1
A01752107,1,1,1,1,0,1
A01275701,0,1,1,0,0,1
A01656079,1,1,1,1,0,1
A01027471,0,1,1,1,0,1
A01656387,1,1,1,1,0,1
A01656444,1,1,1,1,0,1
A01026152,1,1,1,1,0,1
A01747963,1,1,1,1,0,1
A01748127,1,1,1,1,0,0
A01747995,1,1,1,1,0,1
A01752771,1,1,1,1,0,1
A01656284,1,1,1,1,0,1
A01636600,0,1,1,1,0,0
A01655908,1,1,1,1,0,1
A01369307,1,1,1,1,0,1
A01027024,1,1,1,1,0,1
A01656951,1,1,1,1,0,1
A01635531,1,1,1,1,0,1
A01655931,1,1,1,1,0,1
A01026164,1,1,1,1,0,1
A01655845,1,1,1,1,0,1
A01026170,1,1,1,1,0,1
A01368544,1,1,1,1,0,1
A01026452,1,1,1,1,0,1
A01635403,1,1,1,1,0,1
A01635534,1,1,1,1,0,1
A01748111,1,1,1,1,0,1
A01174225,1,1,1,1,0,1
A01656612,1,1,1,1,0,1
A01747154,1,1,1,1,0,1
A01747508,1,1,1,1,0,0
A01747360,1,1,1,0,0,1
A01568866,1,1,1,1,0,1
A01656375,1,1,1,1,0,1
A01252411,1,1,1,1,0,1
A01747607,1,1,1,1,0,1
A01635766,1,1,1,1,0,1
A00572262,1,1,1,1,0,1
A01747416,1,1,1,1,0,1
A01747427,1,1,1,1,0,0
A01635430,1,1,1,1,0,0
A01635435,1,1,1,1,0,1
A00227246,1,1,1,1,0,1
A01747445,1,1,1,1,0,1
A01747330,1,1,1,1,0,1
A01026477,1,1,1,1,0,1
A01611822,1,1,1,1,0,1
A01026474,1,1,1,1,0,1
A01747389,1,1,1,1,0,1
A01747971,1,1,1,1,0,1
A01640905,1,1,1,1,0,1
A01252536,1,1,1,1,0,1
A01654379,1,1,1,1,0,1
A01740290,0,0,1,1,0,1
A01635713,1,1,1,1,0,1
A01747837,1,1,1,1,0,1
A01636052,1,1,1,1,0,1
A01636009,1,1,1,1,0,1
A01025259,1,1,1,1,0,1
A00517260,1,1,1,1,0,1
A01747852,1,1,1,1,0,1
A01026816,1,1,1,1,0,1
A01368707,1,0,1,1,0,1
A01753860,1,1,1,1,0,1
A01634556,1,1,1,1,0,1
A01747495,1,1,1,1,0,1
A01748026,1,1,1,1,0,1
A01423605,1,1,1,1,0,1
A01740868,1,1,1,1,0,0
A01636321,1,1,1,1,0,1
A01635995,1,1,1,1,0,1
A01275641,1,1,1,1,0,1
A01741044,1,1,1,1,0,0
A01657611,1,1,1,1,0,1
A01749023,1,1,1,1,0,1
A01636920,1,1,1,1,0,1
A01423946,1,1,1,0,0,1
A01642050,1,1,1,1,0,0
A01026918,1,1,1,1,0,1
A01656302,1,1,1,1,0,0
A01656341,1,1,1,1,0,1
A01635675,1,1,1,1,0,1
A01635780,1,1,1,1,0,1
A01656328,1,1,1,1,0,1
A01656485,1,1,1,1,0,1
A01027049,1,1,1,1,0,1
A01748239,1,1,1,1,0,1
A01748241,1,1,1,1,0,1
A01027413,1,1,1,1,0,1
A01747628,1,1,1,1,0,1
A01748254,1,1,1,1,0,1
A01733139,1,1,1,1,0,0
A01783109,1,1,1,1,0,1
A01067509,1,1,1,1,0,1
A01656362,1,1,1,1,0,1
A01636565,1,1,1,1,0,1
A01027223,1,1,1,1,0,1
A01027059,1,1,1,1,0,1
A01656705,1,1,1,1,0,1
A01748477,1,1,1,1,0,1
A01747527,1,1,1,1,0,1
A01747399,1,1,1,1,0,1
A01656638,1,1,1,1,0,1
A01656632,1,1,1,1,0,1
A01748533,1,1,1,1,0,1
A01747409,1,1,1,1,0,1
A01657070,1,1,1,1,0,1
A01748552,1,1,1,1,0,0
A01027300,1,1,1,1,0,1
A01657089,1,1,1,1,0,1
A01640928,1,1,1,1,0,1
A00573729,1,1,1,1,0,1
A01748790,1,1,1,1,0,1
A01656903,1,1,1,1,0,1
A01748103,1,1,1,1,0,1
A01747503,1,1,1,1,0,1
A01027553,1,1,1,1,0,1
A01656975,1,1,1,1,0,1
A01740823,1,1,1,1,0,1
A01747656,1,1,1,1,0,1
A01748066,1,1,1,1,0,1
A01656997,1,1,1,1,0,1
A01748797,1,1,1,1,0,1
A01642382,1,1,1,1,0,1
A01754461,1,1,1,1,0,1
A01368847,0,1,1,1,0,0
A01662453,1,1,1,0,1,1
A01753743,1,1,1,1,0,1
A01613064,1,1,1,1,0,1
A01749006,1,1,1,1,0,1
A01657164,1,1,1,1,0,1
A01637044,1,1,1,1,0,1
A01028482,1,1,1,1,0,1
A01636684,1,1,1,1,0,1
A01748442,1,1,1,1,0,1
A01748263,1,1,1,1,0,1
A01748266,1,1,1,1,0,1
A01748480,1,1,1,1,0,1
A01027173,1,1,1,1,0,1
A01705205,1,1,1,1,0,1
A01656699,1,1,1,1,0,1
A01656716,1,1,1,1,0,1
A01748705,1,1,1,1,0,1
A01748744,1,1,1,1,0,1
A01352096,1,1,1,1,0,1
A01656985,1,1,1,1,0,1
A01641552,1,1,1,1,0,1
A01369353,1,1,1,1,0,1
A01641493,1,1,1,1,0,1
A01657913,1,0,1,1,0,1
A01424116,1,1,1,1,0,0
A01658705,1,0,1,1,0,1
A01750832,1,1,1,1,0,1
A01638810,1,1,1,1,0,1
A00573672,1,1,1,1,0,1
A01749500,1,1,1,1,0,1
A01028319,1,1,1,1,0,0
A01369824,1,1,1,1,0,1
A01640493,1,1,1,1,0,1
A01253729,1,1,1,1,0,1
A01642239,1,1,1,1,0,0
A01638843,1,1,1,1,0,1
A01639620,1,1,1,1,0,1
A01029957,1,1,1,1,0,1
A01639961,1,1,1,1,0,1
A01642381,1,1,1,1,0,1
A01659856,1,1,1,1,1,1
A01639795,1,1,1,1,0,1
A01751924,1,1,1,1,0,1
A01659804,1,1,1,1,0,1
A01562431,1,1,1,1,0,1
A01660148,1,1,1,1,0,1
A01734835,1,1,1,1,0,1
A01639261,1,1,1,1,0,1
A01781624,1,1,1,1,0,1
A01638158,1,1,1,1,0,1
A00573141,1,1,1,1,0,1
A01639550,1,1,1,1,0,1
A01753484,1,1,1,1,0,1
A01028886,1,1,1,1,0,1
A01753336,1,1,1,1,0,1
A01753403,1,1,1,1,0,1
A01640095,0,1,1,1,0,0
A01639767,1,1,1,1,0,1
A01783053,1,1,1,1,0,1
A01659809,1,1,1,1,0,1
A01639791,1,1,1,1,0,1
A01641062,1,1,1,1,0,1
A01661829,1,1,1,1,0,1
A01660986,1,1,1,1,0,1
A01662039,1,1,1,1,0,1
A01753882,1,1,1,1,0,1
A01661688,1,1,1,1,0,1
A01782200,1,1,1,1,0,1
A01781825,1,1,1,1,0,0
A01640991,0,1,1,1,0,1
A01782552,1,1,1,1,0,0
A01754293,1,1,1,1,0,1
A01641111,1,1,1,1,0,1
A01425056,1,1,1,1,0,1
A01640932,1,1,1,1,0,0
A01661475,1,1,1,1,0,0
A01753929,1,1,1,1,0,1
A01659919,0,0,1,1,0,1
A01640873,1,1,1,1,0,1
A01625516,1,1,1,1,0,1
A01661203,1,1,1,1,0,1
A01641178,1,1,1,1,0,1
A01640989,1,1,1,1,0,1
A01781467,1,1,1,1,0,1
A01782004,1,1,1,1,0,1
A01753500,1,1,1,1,0,1
A01661478,1,1,1,1,0,1
A00573364,1,1,1,1,0,1
A01661082,1,1,1,1,0,1
A01708606,0,1,1,1,0,1
A01781481,1,1,1,1,0,1
A01770890,1,1,1,1,0,1
A01753749,1,1,1,1,0,1
A01068244,1,1,1,1,0,1
A01753864,1,1,1,1,0,1
A01781505,1,1,1,1,0,1
A01640618,1,1,1,1,0,1
A01660582,1,1,1,1,0,1
A01640815,1,1,1,1,0,0
A01068162,1,1,1,1,0,1
A00831957,1,1,1,1,0,1
A01254033,1,1,1,1,0,1
A01753408,1,1,1,1,0,0
A01781501,1,1,1,1,0,1
A01753841,1,1,1,1,0,1
A01640828,1,1,1,1,0,1
A01640664,1,1,1,1,0,1
A01641627,1,1,1,1,0,1
A01661684,1,1,1,1,0,1
A01782962,1,1,1,1,0,0
A01709328,1,1,1,1,0,1
A01661470,1,1,1,1,0,1
A01782540,1,1,1,1,0,0
A01661707,1,1,1,1,0,1
A01662624,1,1,1,1,0,1
A01641780,1,1,1,1,0,1
A01754612,1,1,1,1,0,1
A01782991,1,1,1,1,0,1
A01661545,1,1,1,1,0,1
A01641440,1,1,1,1,0,1
A01641530,1,1,1,1,0,1
A01709103,1,1,1,1,0,1
A01641616,1,1,1,1,0,1
A01662630,1,1,1,1,0,1
A01642262,1,1,1,1,0,1
A01754829,1,1,1,1,0,1
A01641392,1,1,1,1,0,1
A01783292,1,1,1,1,0,1
A01642161,1,1,1,1,0,0
A01753906,1,1,1,1,0,1
A01642283,1,1,1,1,0,1
A01754650,1,1,1,1,0,1
A01782137,1,1,1,0,0,1
A01782996,1,1,1,1,0,1
A01641805,1,1,1,1,0,1
A01782198,1,1,1,1,0,1
A01661651,1,1,1,1,0,1
A01754427,1,1,1,1,0,1
A01642017,1,1,1,1,0,1
A01754235,1,1,1,1,0,1
A01641803,1,1,1,1,0,1
A01754993,1,1,1,1,0,1
A01661699,1,1,1,1,0,1
A01641140,1,1,1,1,0,1
A01641287,1,1,1,1,0,0
A01661686,1,1,1,1,0,1
A01662023,1,1,1,1,0,1
A01661681,1,1,1,1,0,1
A01754474,1,1,1,1,0,0
A01068243,1,1,1,1,0,1
A01782657,1,1,1,1,0,1
A01641584,1,1,1,1,0,1
A00227831,1,1,1,1,0,1
A01662250,1,1,1,1,0,1
A01782816,1,1,1,1,0,1
A01661410,1,1,1,1,0,1
A01661885,1,1,1,1,0,1
A01641594,1,1,1,1,0,1
A01782590,0,1,1,1,0,1
A01662032,1,1,1,1,0,1
A01641691,1,1,1,1,0,1
A01641788,1,1,1,1,0,1
A01642198,1,1,1,1,0,1
A01782495,1,1,1,1,0,1
A01661486,1,1,1,1,0,1
A01661894,1,1,1,1,0,1
A01754797,1,1,1,1,0,1
A01641280,1,1,1,1,0,1
A01641155,1,1,1,1,0,1
A01662115,1,1,1,1,0,1
A01661826,1,1,1,1,0,1
A01754580,1,1,1,1,0,1
A01641779,1,1,1,1,0,1
A01661907,1,1,1,1,0,1
A01782815,1,1,1,1,0,1
A01754585,1,1,1,1,0,1
A01754459,1,1,1,1,0,1
A01783114,1,1,1,1,0,1
A01783333,1,1,1,1,0,1
A01662783,1,1,1,1,0,1
A01541823,1,1,1,1,0,1
A01352663,1,1,1,1,0,1
A01642356,1,1,1,1,0,1
A01662240,1,1,1,1,0,1
A01642171,1,1,1,1,0,1
A01642258,1,1,1,1,0,1
A01754920,1,1,1,1,0,1
A01642207,1,1,1,1,0,1
A01662591,1,1,1,1,0,1
A01783366,1,1,1,1,0,0
A01662779,1,1,1,1,0,1
A01642128,1,1,1,1,0,0
A01662758,1,1,1,1,0,1
A01352673,1,1,1,1,0,1
A01642201,1,1,1,1,0,0
A01028113,1,1,1,1,0,1
A00517058,1,1,1,1,0,1
A01377463,1,1,1,1,0,1
A01653626,1,1,1,1,0,1
A01377437,1,1,1,1,0,1
A01366651,0,0,1,1,1,1
A01378969,1,1,1,1,0,1
A01378270,1,1,1,1,0,1
A01379426,1,1,1,1,0,1
A01745347,1,1,1,0,0,1
A01634251,1,1,1,1,0,1
A01634244,1,1,1,1,0,1
A01552178,1,1,1,1,0,1
A01745422,1,0,1,1,0,1
A01423228,1,1,1,1,0,1
A01783337,1,1,1,1,0,1
A01655605,1,1,1,1,0,1
A01654382,1,1,1,1,0,1
A01634071,1,1,1,1,0,1
A01654235,1,1,1,1,0,1
A01745614,1,1,1,1,0,1
A01745880,1,1,1,1,0,0
A01634531,1,1,1,1,0,1
A01634111,1,1,1,1,0,1
A01654520,1,1,1,0,0,0
A01611524,1,1,1,1,0,1
A01781834,1,1,1,1,0,1
A01235429,1,1,1,1,0,0
A01368391,1,1,1,1,0,1
A01634540,1,1,1,1,0,1
A01634610,1,1,1,1,0,1
A01745873,1,1,1,1,0,1
A01654979,1,1,1,1,0,1
A01654878,1,1,1,1,0,1
A01740718,1,1,1,1,0,0
A01746422,1,1,1,1,0,1
A01024067,1,0,1,1,0,1
A01752105,1,1,1,1,0,1
A00572029,1,1,1,1,0,1
A01252458,1,1,1,1,0,1
A01635442,1,1,1,1,0,1
A01747147,1,1,1,1,0,1
A00344805,1,1,1,1,0,1
A01571156,1,1,1,1,0,1
A01174059,1,1,1,1,0,1
A01275606,1,1,1,1,0,0
A01252439,1,1,1,1,0,1
A00572246,1,1,1,1,0,0
A01655165,1,1,1,1,0,1
A01351927,0,1,1,1,0,0
A01635483,1,1,1,1,0,0
A01026388,1,1,1,1,0,0
A01026459,1,1,1,1,1,1
A01635804,1,1,1,1,0,0
A01634257,1,1,1,1,0,1
A01067182,1,1,1,1,0,0
A01635755,1,1,1,1,0,1
A01635429,1,1,1,1,0,1
A01747166,1,1,1,1,0,1
A01656353,1,1,1,1,0,1
A01654469,1,1,1,1,0,1
A01745715,1,1,1,1,0,0
A01026433,1,1,1,1,0,1
A01026437,1,1,1,1,0,1
A00344692,1,1,1,1,0,1
A01351957,1,1,1,1,0,1
A01747451,1,1,1,1,0,1
A01747435,1,1,1,1,0,1
A01635815,1,1,1,1,0,1
A01655466,1,1,1,1,0,1
A01746349,1,1,1,1,1,1
A01635818,1,1,1,1,0,1
A01655934,1,1,1,1,0,1
A01635816,1,1,1,1,0,0
A01655917,1,1,1,1,0,1
A01747635,1,1,1,1,0,1
A01748006,1,1,1,1,0,0
A01635799,1,1,1,1,1,1
A01634990,1,1,1,1,0,1
A01654879,1,1,1,1,0,1
A01655045,1,1,1,1,0,1
A01747543,1,1,1,1,0,1
A01368696,1,1,1,1,0,0
A01635126,1,1,1,1,0,1
A01747028,1,1,1,1,0,1
A01740729,1,1,1,1,0,1
A01566927,1,1,1,1,0,1
A01655450,1,1,1,1,0,1
A01642244,1,1,1,1,0,1
A01026053,1,1,1,1,0,1
A01026355,1,1,1,1,0,1
A01656372,1,1,1,1,0,1
A01023340,1,1,1,1,0,1
A01026136,1,1,1,1,0,1
A01748129,1,1,1,0,0,1
A01656622,1,1,1,1,0,1
A01067424,1,1,1,1,0,1
A01747005,1,1,1,1,0,1
A01026174,1,1,1,1,0,1
A01368493,1,1,1,1,0,1
A01026296,1,1,1,1,0,1
A01114945,0,0,1,1,1,1
A01023332,1,1,1,1,0,1
A01378695,1,1,1,1,0,1
A01635368,1,1,1,1,0,1
A01611748,1,1,1,1,0,1
A01652122,1,1,1,1,0,1
A01632210,1,1,1,1,0,1
A01662123,1,1,1,1,0,1
A01636825,1,1,1,1,0,1
A01026297,1,1,1,1,0,1
A01709381,1,1,1,1,0,1
A01656779,1,1,1,1,0,1
A01748700,1,1,1,1,0,1
A01635493,1,1,1,1,0,1
A01611688,1,1,1,1,0,1
A01747143,1,1,1,1,0,1
A01747141,1,1,1,1,0,1
A01656917,1,1,1,1,0,1
A01369288,1,1,1,1,0,1
A01636832,1,1,1,1,0,1
A01369231,1,1,1,1,0,0
A01656712,0,1,1,1,0,1
A01636683,1,1,1,1,0,1
A01782864,1,1,1,1,0,1
A01174262,1,1,1,1,0,1
A01656344,1,1,1,1,0,1
A01747160,1,1,1,1,0,1
A01027548,1,1,1,1,0,1
A01657073,1,1,1,1,0,1
A01027417,1,1,1,1,0,1
A01635830,1,1,1,1,0,1
A01747565,1,0,1,1,0,1
A01636460,1,1,1,1,0,1
A01254000,1,1,1,1,0,1
A01641231,1,1,1,1,0,1
A01657090,1,1,1,1,0,1
A01747647,1,1,1,1,0,1
A01747414,1,1,1,1,0,1
A01655939,1,1,1,1,0,1
A01424506,1,1,1,1,0,1
A01771216,1,1,1,1,0,1
A01540488,1,1,1,1,0,1
A01747407,1,1,1,1,0,1
A01635708,1,1,1,1,0,1
A01740753,1,1,1,1,0,1
A01747955,0,1,1,1,0,1
A01751650,1,1,1,1,0,1
A01747567,1,1,1,1,0,0
A01656039,1,1,1,1,0,1
A01635751,1,1,1,1,0,0
A01748073,1,1,1,1,0,1
A01423693,1,1,1,1,0,1
A01636586,1,1,1,1,0,1
A01740755,1,1,1,1,0,0
A01026634,1,1,1,1,0,1
A01747915,1,1,1,1,0,1
A01275743,1,1,1,1,0,1
A01656563,1,1,1,1,0,1
A01747962,1,1,1,1,0,1
A01655352,1,1,1,1,0,0
A01655341,1,1,1,1,0,1
A01747933,1,1,1,1,0,1
A01636068,1,1,1,1,0,1
A01747975,1,1,1,1,0,1
A01252326,1,1,1,1,0,1
A01026091,1,1,1,1,0,1
A01636020,1,1,1,1,0,0
A01026862,1,1,1,1,0,1
A01748048,1,1,1,1,0,1
A01026819,1,1,1,1,0,1
A01026593,1,1,1,1,0,1
A01746977,1,1,1,1,0,1
A01026125,1,1,1,1,0,1
A01748210,1,1,1,1,0,1
A01026232,1,1,1,1,0,1
A01636330,1,1,1,1,0,0
A01656457,1,1,1,1,0,1
A01748123,1,1,1,1,0,1
A01635385,1,1,1,1,0,1
A01656459,1,1,1,1,0,1
A01748113,1,1,1,1,0,1
A01636559,1,1,1,1,0,1
A01026316,1,1,1,1,0,1
A01568875,1,1,1,1,1,1
A01656713,1,1,1,1,0,1
A01748504,1,1,1,1,0,0
A01369062,1,1,1,1,0,1
A01568710,1,1,1,1,0,0
A01655911,1,1,1,1,0,1
A01027065,1,1,1,1,0,1
A01369186,1,1,1,1,0,1
A01656441,1,1,1,1,0,1
A01641924,1,1,1,1,0,0
A00572347,1,1,1,1,0,1
A01656646,1,1,1,1,0,1
A01067544,1,1,1,1,0,1
A01636675,1,1,1,1,0,1
A01636561,1,1,1,1,0,1
A01656847,1,1,1,1,0,1
A01656961,1,1,1,1,0,1
A01656984,1,1,1,0,0,1
A01656979,1,1,1,1,0,1
A01736628,1,1,1,1,0,1
A01254151,1,1,1,1,0,1
A01749000,1,1,1,1,0,1
A01659091,1,1,1,1,0,1
A01640291,1,1,1,1,0,1
A01747811,1,1,1,1,0,1
A01656055,1,1,1,1,0,1
A01620827,1,1,1,1,0,1
A01657086,1,1,1,1,0,1
A01027556,1,1,1,1,0,1
A01656382,1,1,1,1,0,1
A01275696,1,1,1,1,0,1
A01749032,1,1,1,1,0,1
A01740832,1,1,1,1,0,1
A01636056,1,1,1,1,0,1
A01656200,1,1,1,1,0,1
A01657229,1,1,1,1,0,1
A01067440,1,1,1,1,0,1
A01636133,1,1,1,1,0,1
A01424902,1,1,1,1,0,1
A01641333,1,1,1,1,0,1
A01754698,1,1,1,1,0,1
A01732944,1,1,1,1,0,1
A01656292,1,1,1,1,0,1
A01636063,1,1,1,1,0,1
A01636322,1,1,1,1,0,1
A01636310,1,1,1,1,0,1
A01027027,1,1,1,1,0,1
A01656651,1,1,1,1,0,1
A01748088,1,1,1,1,0,1
A01027468,1,1,1,1,0,1
A01748104,1,1,1,1,0,1
A01722079,1,1,1,1,0,1
A01552398,1,1,1,1,0,1
A01748250,1,0,1,1,0,1
A01656559,1,1,1,1,0,1
A01656571,1,1,1,1,0,1
A01027225,1,1,1,1,0,1
A01636552,1,1,1,1,0,1
A01029034,0,0,1,1,0,1
A01028694,1,1,1,1,0,1
A01028134,1,1,1,1,0,1
A01750734,1,1,1,1,0,1
A01657140,1,1,1,1,0,1
A01748981,1,1,1,1,0,1
A01640810,1,1,1,1,0,1
A01658235,1,1,1,1,0,1
A01639206,1,1,1,1,0,1
A01657545,1,1,1,1,0,1
A01662612,1,1,1,1,0,0
A01638124,1,1,1,1,0,1
A01753102,1,1,1,1,0,1
A01750009,1,1,1,1,0,1
A01752128,1,1,1,1,0,1
A01638727,1,1,1,1,0,1
A01638764,1,1,1,1,0,1
A01781345,1,1,1,1,0,1
A01424278,1,1,1,1,0,1
A01659826,1,1,1,1,0,1
A01752671,1,1,1,0,0,1
A01639614,1,1,1,1,0,1
A00831031,1,1,1,1,0,1
A01770046,1,1,1,1,0,1
A01640122,1,1,1,1,0,1
A01659784,1,1,1,1,0,1
A01735347,1,1,1,1,0,1
A01660143,1,1,1,1,0,1
A01781542,1,1,1,1,0,1
A01735608,1,1,1,1,0,1
A01781216,1,1,1,1,0,1
A01659822,1,1,1,1,0,1
A01781570,1,1,1,1,0,1
A01641555,1,1,1,1,0,1
A01751929,1,1,1,1,0,1
A01781291,1,1,1,1,0,1
A01782466,1,1,1,1,0,0
A01660675,1,1,1,1,0,1
A01781687,0,1,1,1,0,1
A01640819,1,1,1,1,0,1
A01661174,1,1,1,1,0,1
A01782114,1,1,1,1,0,1
A01770724,1,1,1,1,1,0
A01753740,1,1,1,1,0,1
A01661473,1,1,1,1,0,1
A01641369,1,1,1,1,0,1
A01781916,1,1,1,1,0,1
A01781936,1,1,1,1,0,1
A01640898,1,1,1,1,0,1
A01770719,1,1,1,1,1,1
A01641100,1,1,1,1,0,1
A01641185,1,1,1,1,0,1
A01641113,1,1,1,1,0,1
A01661172,1,1,1,1,0,1
A01753494,1,1,1,1,0,1
A01782147,1,1,1,1,0,1
A01781992,1,1,1,1,0,1
A01770772,1,1,1,1,0,1
A01782564,1,1,1,1,0,1
A01782191,1,1,1,1,0,1
A01782190,1,1,1,1,0,1
A01782549,1,1,1,1,0,1
A01781923,1,1,1,1,0,1
A01782442,1,1,1,1,0,1
A01660887,1,1,1,1,0,1
A01782187,1,1,1,1,0,1
A01753577,1,1,1,1,0,1
A01660989,1,1,1,1,0,1
A01753835,1,1,1,1,0,1
A01708429,1,1,1,1,0,1
A01753742,1,1,1,1,0,1
A01640856,1,1,1,1,0,1
A01661100,1,1,1,1,0,1
A01662235,1,1,1,1,0,1
A01753716,1,1,1,1,0,1
A01782024,1,1,1,1,0,1
A01753923,1,1,1,1,0,1
A01641244,1,1,1,1,0,1
A01661458,1,1,1,1,0,1
A01783363,1,1,1,1,0,1
A01782961,1,1,1,1,0,1
A01782196,1,1,1,1,0,1
A01753265,1,1,1,1,0,1
A01424692,1,1,1,1,0,1
A01782694,1,1,1,1,0,1
A01661875,1,1,1,1,0,1
A01754594,1,1,1,1,0,1
A01641400,1,1,1,1,0,1
A01753911,1,1,1,1,0,1
A01782475,1,1,1,1,0,1
A01782653,1,1,1,1,0,1
A01782543,1,1,1,1,0,1
A00573619,1,1,1,1,0,1
A01424916,1,1,1,1,0,0
A01661883,1,1,1,1,0,1
A01661493,1,1,1,1,0,1
A01641033,1,1,1,1,0,1
A01641613,1,1,1,1,0,1
A01642196,1,1,1,1,0,1
A01641645,1,1,1,1,0,1
A01782692,1,1,1,1,0,1
A01640820,1,1,1,1,0,0
